village_name,school,hospital,park,retail
竹仔园村民委员会,241,14,10,305
泮沥村民委员会,59,2,4,252
罗村村民委员会,11,1,0,14
新乐村村民委员会,197,12,2,234
金星村民委员会,26,1,1,55
东风村委会,299,34,7,233
接待村委会,270,22,6,211
后西村委会,92,8,3,100
亭林村委会,49,8,3,74
省吟村委会,47,5,1,65
后店村委会,61,9,1,95
林口村委会,400,52,14,284
前园村委会,226,25,7,196
屿头村委会,214,27,8,188
陈坝村委会,81,16,1,97
锦峯村委会,117,29,6,170
阳光村委会,57,11,1,122
下垵村委会,52,11,1,118
后港村委会,51,11,1,121
琅山村委会,73,10,2,106
秀土村委会,104,10,4,80
玉埕村委会,82,24,6,163
黄岭村委会,169,15,2,155
霞西村委会,70,19,9,91
五峰村委会,70,17,9,90
龙西村委会,108,34,10,142
里春村委会,98,19,7,152
石塘湾社区居委会,125,25,13,153
杨市社区居委会,112,22,5,115
桃园村村委会,81,19,16,102
申家村委会,21,6,2,22
杨家社区村民委员会,13,4,1,15
任家村委会,408,66,2,156
东马村委会,153,30,2,89
高南村委会,20,6,1,29
西翟村委会,30,3,1,20
长宋村委会,7,9,1,22
刘家口村委会,20,4,0,22
南北李村委会,20,4,0,19
张佩环村委会,7,0,0,6
归仁村委会,20,6,2,22
李龙吴村委会,10,0,0,6
南肖家村委会,6,1,0,7
关家村委会,20,6,2,22
李庄社区村民委员会,15,3,0,21
曲张社区村民委员会,15,3,0,21
华李社区村民委员会,8,0,0,6
大徐社区村民委员会,13,3,1,31
常家社区村民委员会,13,3,1,30
姜城社区村民委员会,13,3,1,30
王集社区村民委员会,19,8,0,19
崔寨社区村民委员会,10,7,2,9
杨庄村民委员会,71,16,1,57
花园口村民委员会,79,12,9,89
八堡村民委员会,48,4,1,75
桥背村民委员会,362,19,10,516
土湖村民委员会,4,0,0,4
维布村民委员会,180,13,5,318
新塘村民委员会,216,14,5,425
白石村民委员会,111,6,2,301
岭湖村民委员会,95,6,4,225
茶园村民委员会,92,6,5,203
岩前村民委员会,220,14,25,403
长布村民委员会,38,3,2,243
花果村民委员会,53,1,2,167
新联村民委员会,56,3,1,222
产径村民委员会,35,4,0,232
东风村民委员会,32,4,0,203
约场村民委员会,23,3,1,164
红卫村民委员会,21,5,1,198
南坑村民委员会,6,1,1,9
皇后村民委员会,138,1,4,452
联溪村民委员会,242,7,3,664
百两村委会,392,77,26,326
怡园村委会,145,36,3,209
新界村委会,10,2,0,13
潮塘村委会,10,2,0,12
三群村委会,200,36,9,215
四塘南村委会,66,26,1,136
孙方村委会,10,2,0,12
坎东村委会,187,33,9,199
直塘村委会,117,25,6,138
五姓点村委会,73,18,10,100
巴里村委会,87,23,10,108
东埠头村委会,57,11,7,55
厉家村委会,86,21,9,90
叶家村委会,79,18,9,99
戎家村委会,99,19,9,111
陈家村委会,99,39,3,141
周家段村委会,87,23,10,118
柴家村委会,89,23,10,116
裘家村委会,82,22,10,107
古窑浦村委会,17,6,2,52
城隍庙社区,137,24,12,149
鸣鹤居委会,75,19,8,86
上横街村委会,121,23,12,147
山海村委会,201,35,13,90
卫东村委会,126,22,12,143
卫西村委会,138,24,12,145
卫北村委会,156,35,13,195
卫南村委会,144,25,12,151
五里村委会,157,33,12,177
方家村委会,6,2,0,3
东山头村委会,107,17,10,122
东营村委会,10,2,0,13
施叶村委会,166,35,13,189
蒋家桥村委会,54,24,1,117
锦堂村委会,106,20,11,127
新泽村委会,126,24,11,139
三塘头村委会,20,12,2,40
大岐山村委会,66,13,7,71
小团浦村委会,138,28,13,145
五洞闸村委会,9,3,1,28
师东村委会,9,2,0,3
沈师桥村委会,103,24,12,127
洞桥村委会,48,18,5,63
淹浦村委会,99,25,16,125
塘下村委会,151,21,19,112
湖滨村委会,75,18,8,86
四界村委会,54,23,1,122
东海村委会,47,21,0,108
东港村委会,7,5,0,3
花木村委会,50,21,0,102
花塘村委会,65,25,1,119
南圆村委会,101,24,4,153
海晏庙村委会,63,24,1,116
五丰村委会,113,38,6,197
五姓村委会,11,7,0,4
毛三斢村委会,10,2,0,12
丰潭村委会,148,37,10,223
潭河沿村委会,152,38,10,227
王家埭村委会,107,40,7,166
石人山村委会,189,48,7,163
龙舌村委会,287,66,11,237
高家村委会,310,75,13,259
樟树村委会,161,56,8,196
林西村委会,334,85,21,279
桥一村委会,60,28,9,108
破山村委会,10,2,0,12
联明村委会,277,67,20,216
新园村委会,228,66,17,236
上舍村委会,67,26,1,130
双庆浦村委会,82,31,1,169
水湘村委会,80,32,2,133
老浦村委会,80,34,2,148
洋龙村委会,62,26,2,120
荣誉村委会,72,34,1,147
高桥村委会,86,34,2,162
浦沿村委会,81,33,2,137
腰塘村委会,10,2,0,12
新闸村委会,36,15,2,49
黎明村委会,70,31,1,136
一灶村委会,50,17,0,56
上剑山村委会,435,82,28,228
石堰村委会,10,2,0,12
东畈村委会,99,26,7,112
伍梅村委会,10,2,0,13
宜青桥村委会,394,81,21,232
埋马村委会,10,2,0,12
秦堰村委会,10,2,0,12
彭桥村委会,261,56,13,216
六塘村委会,89,33,4,102
傅家路村委会,520,106,33,335
宏兴村委会,10,2,0,12
新建村委会,274,53,10,244
海南村委会,109,32,8,155
大云村委会,27,9,1,47
沧田村委会,54,27,3,90
沧北村委会,10,2,0,12
周西社区,127,34,7,211
万寿寺村委会,126,44,6,240
大古塘村委会,169,45,10,236
云城村委会,165,47,9,257
城中村委会,10,2,0,12
湖塘新村委会,138,32,9,167
新潮村委会,167,26,8,212
新缪路村委会,90,33,6,154
镇东新村委会,47,17,5,55
小安村委会,34,23,1,49
建五村委会,25,21,1,64
元甲村委会,164,43,8,246
三北居委会,81,21,13,92
东门外村委会,214,37,13,98
龙头场村委会,45,15,8,71
西门外村委会,38,13,8,64
双马村委会,82,19,10,97
东渡村委会,72,21,11,90
施公山村委会,74,20,13,91
海甸戎村委会,79,23,12,102
筋竹村委会,64,19,10,80
王家路村委会,76,19,9,93
淞浦村委会,72,19,9,101
新西村委会,6,1,0,3
新东村委会,479,83,33,279
小黄楼村委会,214,40,4,165
孟窑村委会,151,21,0,91
后陈庄村委会,219,41,4,165
丁张庄村委会,29,11,1,39
孙庄村委会,4,2,0,0
大黄楼村委会,32,14,3,47
刘坊村委会,109,21,3,80
宋湾村委会,156,21,0,93
郑河村委会,149,21,0,91
八里河村委会,113,13,7,82
袁庄村委会,16,1,0,18
党庄村委会,91,17,2,75
陈楼村委会,166,44,1,136
秦楼村委会,11,5,0,10
姜庄村委会,87,27,1,93
苟村集村委会,14,7,0,26
前张口村委会,55,15,3,79
祝楼村委会,11,6,0,21
刘海村委会,23,5,0,32
张堂村委会,14,5,0,26
鹿堂村委会,43,5,0,34
东张楼村委会,12,3,0,19
侯楼村委会,156,21,0,92
李胡同村委会,9,1,0,7
马庄村委会,21,4,0,18
刘海村委会,23,5,0,32
胡楼村委会,41,8,0,34
谭楼村委会,8,5,0,10
窑上村委会,96,25,6,98
瓦窑头村委会,95,11,7,87
于庄村委会,99,28,6,112
大高舍村委会,20,13,1,25
兴隆庄村委会,146,9,16,99
朱岗子村委会,80,11,9,84
阎仙垡村委会,50,10,4,69
葫芦垡村委会,28,10,5,64
佛满村委会,17,6,1,21
凤鸣村委会,10,2,0,7
万福村,137,17,10,98
北洋村委会,46,0,6,29
洪住村委会,233,33,9,148
象岗村委会,30,1,2,20
陇上村委会,308,32,10,406
新寨村委会,169,16,9,174
锡西村委会,138,13,6,99
江滨村委会,337,25,8,300
潭蔡村委会,201,15,7,203
石洋村委会,148,9,7,114
华清村委会,454,33,9,438
锡中村委会,165,16,9,178
锡东村委会,144,12,5,129
军埔村委会,79,7,5,72
硕和村委会,97,8,6,83
硕榕村委会,110,8,6,87
硕联村委会,13,1,1,7
楼下村委会,27,1,0,22
秋江村委会,20,3,1,11
北良村委会,34,2,3,11
白石村委会,153,15,6,134
仙美村委会,27,1,0,22
英花村委会,27,1,0,22
坪埔村委会,36,3,4,20
玉联村委会,34,3,4,16
浮山村委会,63,7,2,55
东寮村委会,42,3,2,49
汾水村委会,39,3,5,18
林厝村委会,121,9,7,107
桂东村委会,306,24,12,294
棉洋村委会,317,31,14,286
松山村委会,92,13,1,49
塔西村委会,92,9,2,46
围头村委会,144,6,5,118
湖西村委会,140,6,5,108
厚埔村委会,7,0,0,5
新口村委会,2,2,0,4
建国村委会,202,30,7,163
东关村村委会,19,3,1,28
兴隆宫村委会,26,3,1,25
大龙华村委会,23,3,1,22
小龙华村村委会,19,3,1,28
夏村村委会,26,11,5,9
珊门社区,192,20,2,113
岳村村委会,9,8,0,7
保贤村委会,282,23,16,259
东湖村委会,296,28,17,266
东岸村委会,157,8,11,291
新堂村委会,23,3,0,17
相家庄村委会,15,5,0,16
东曹村村委会,238,18,16,278
莲塘村委会,49,6,11,128
五和村委会,29,3,7,84
小泽村委会,26,2,5,47
沙冲村委会,37,5,1,50
新建村委会,56,5,2,67
三益村委会,58,2,0,102
石步村委会,2,0,0,0
白庙村委会,68,10,1,81
圩塘社区居委会,27,7,0,56
魏村社区居委会,16,11,3,41
安家村村委会,53,7,0,97
东陆村村委会,90,8,1,114
九龙村村委会,72,9,1,88
固村巷村村委会,160,20,22,142
叶家村村委会,64,17,1,117
东桥村村委会,98,16,2,115
何家塘村村委会,346,34,35,231
大马村委会,687,85,39,371
赵二街村委会,1,0,0,2
细吴社区居民委员会,3,1,0,0
建设村委会,18,2,1,8
新村村委会,667,71,71,340
塔山村委会,162,26,16,112
中喻村委会,36,13,3,30
新村居委会,311,66,7,203
新北居委会,22,10,0,28
南陈村委会,369,74,9,246
田吴居委会,338,76,9,218
新东居委会,288,69,9,173
新段居委会,31,8,0,31
街集村委会,21,9,0,27
新圩居委会,15,1,0,26
堰头村委会,211,37,4,94
林后村委会,373,61,3,172
西西周南村委会,367,57,9,159
陈粮村委会,91,22,3,68
嶅阴村委会,22,2,1,46
老屋村委会,697,67,27,512
排头村委会,566,54,19,441
小洋村委会,60,6,2,58
黄竹坑村委会,218,22,14,187
洋潭村委会,576,54,19,450
谢洋村委会,12,4,1,10
培斜村委会,23,5,0,19
新村村委会,21,4,1,21
小马庄村委会,535,31,5,352
荆垌社区居委会,394,29,6,238
柏树刘社区居委会,78,14,1,114
梅山村委会,84,15,1,116
于寨村委会,78,9,4,105
山西乔村委会,347,28,1,260
古城村委会,182,18,1,162
王许村委会,411,27,5,251
东徐村委会,252,12,3,192
侯庄村委会,206,20,12,151
泗义村村委会,50,2,1,54
龙虎村村委会,77,12,4,59
大墓山村村委会,74,2,7,59
顺江村村委会,99,7,3,193
渭水社区居委会,43,8,0,30
王吕村村委会,24,4,0,24
北虎村委会,21,2,0,24
西郝庄村委会,35,6,0,32
东丰庄村委会,7,9,1,21
前胡村委会,29,3,0,37
金家沟村委会,24,6,1,64
环湖村委会,121,9,28,90
正仪村委会,29,12,19,46
阳澄湖村委会,116,11,17,117
新镇村委会,212,28,19,271
合丰社区居委会,90,16,9,136
邵村社区居委会,111,23,12,142
陈巷村委会,72,13,10,153
夏桥村委会,18,11,3,25
大市村委会,95,18,7,134
大唐村委会,108,23,6,149
石浦村委会,52,7,69,47
前白虎涧村委会,15,14,5,12
尚信村委会,72,8,5,85
讲礼村委会,67,18,9,79
常兴庄村委会,221,35,10,123
张各庄村委会,117,15,6,104
上东廓村委会,6,3,6,7
香屯村委会,361,52,19,178
石岭村委会,142,20,1,64
李家埠村委会,343,58,2,229
花园村委会,10,2,1,14
宝峰村委会,557,108,51,551
樟林村委会,1200,163,80,841
横屿村委会,574,93,86,400
西园村委会,237,30,51,155
斗顶村委会,334,52,58,265
健康村委会,1172,148,105,743
鹤林村委会,124,20,8,68
东宿村委会,196,26,5,78
东张村村委会,23,5,1,22
元头村村委会,43,6,4,26
留村村委会,249,35,23,148
雷陈村委会,49,3,1,73
于家庄村委会,22,3,0,22
总十庄村委会,21,3,0,17
盐厂寨村委会,12,2,0,6
盐厂村委会,28,4,0,27
武邱村委会,18,3,0,15
胡士庄寨村委会,15,0,0,12
周头村委会,16,0,0,13
东小留村委会,16,0,0,11
西小留村委会,3,2,0,5
海滩村委会,19,5,3,12
留章村委会,29,2,0,14
陈家庄村委会,20,4,0,16
马于村委会,22,5,0,20
东赵家庄村委会,25,5,0,25
北冻光村委会,18,4,0,24
北辛庄村委会,30,4,0,15
南辛庄村委会,23,4,0,27
前彭头村委会,20,4,0,26
后彭头村委会,123,16,12,106
西队村委会,8,0,0,8
吕家庄村委会,36,2,0,25
光灿村委会,320,51,15,177
屯尚村委会,26,1,0,14
万庄村委会,16,1,0,19
田村村委会,14,1,0,17
北旺村委会,15,8,0,24
东曹村委会,19,4,1,14
南张里村委会,12,2,0,6
候城村委会,14,3,0,12
管洽村委会,204,30,6,104
安家庄村委会,50,7,6,39
王家庄村委会,171,33,10,347
前蔡村委会,197,46,11,395
可慕村委会,41,11,6,45
桥头村委会,177,35,10,361
后蔡村委会,198,39,13,212
前埔村委会,232,47,11,400
庵前村委会,107,38,6,238
下官路村委会,91,27,5,198
井边村委会,74,23,7,145
洋尾村委会,114,49,5,198
官田村委会,176,61,8,245
张林村委会,530,111,20,773
梧埭村委会,564,123,23,900
宫口村委会,601,128,25,934
桂林村委会,581,130,28,1048
坊脚村委会,482,112,23,910
江头回族村委会,558,125,21,1126
溪边回族村委会,602,128,26,1111
岸兜回族村委会,599,133,29,1074
鹏头回族村委会,536,125,21,1152
花厅口回族村委会,604,143,29,1114
湖中村委会,20,3,0,12
苏厝村委会,538,134,19,1221
涵口村委会,424,113,18,1106
横坂村委会,465,117,18,1097
涵埭村委会,383,95,18,993
洋埭村委会,417,100,31,1005
庵上村委会,596,98,37,1045
海尾村委会,551,77,29,881
仙石村委会,531,95,34,1052
高坑村委会,110,34,10,143
龙下村委会,109,33,6,148
许西坑村委会,98,28,10,127
塔头孙村委会,361,101,27,1017
池店村委会,484,94,32,1014
浯潭村委会,405,99,31,1007
新店村委会,373,103,25,1018
钱头村委会,441,100,32,1015
洋茂村委会,468,94,33,1017
赤塘村委会,563,105,36,1057
霞福村委会,623,103,36,1122
溜石村委会,61,14,0,91
溪头村委会,119,14,8,82
东山村委会,679,105,31,851
华洲村委会,996,133,36,1207
清濛村委会,935,120,30,1230
柴塔村委会,355,101,27,1015
御辇村委会,590,99,33,1035
唐厝村委会,299,72,24,643
仕春村委会,340,92,25,828
潘湖村委会,137,45,4,220
上方村委会,112,29,10,237
内山尾村委会,291,47,13,373
新丰村委会,288,47,13,376
梧坑村委会,527,70,22,630
秀山村委会,112,38,23,121
湖北村委会,133,33,15,268
西吴村委会,388,61,17,479
埔锦村委会,260,68,14,575
山前村委会,139,48,6,349
英墩村委会,103,30,6,225
古厝村委会,273,42,9,389
旦厝村委会,250,47,15,393
割山村委会,56,2,0,50
玉湖村委会,245,29,7,199
后埔村委会,171,40,8,298
玉溪村委会,82,35,4,156
马坪村委会,109,33,7,134
英林村委会,91,31,8,121
三欧村委会,51,13,9,57
古城营村委会,38,3,0,22
王郭村委会,2,0,1,2
新安村委会,616,75,18,886
新坛村委会,584,71,20,855
斗文村委会,585,72,19,821
秀陇村委会,514,68,16,736
华溪村委会,557,74,17,801
光草洋村委会,566,70,18,777
东埔村委会,418,59,13,558
马栅村委会,2,1,0,0
泗竹埔村委会,480,62,16,662
泗竹仔村委会,524,69,16,761
军屯村委会,596,77,20,842
平湖村委会,581,77,18,867
赵厝寮村委会,549,77,17,822
赤水村委会,604,78,21,882
白沙陇村委会,589,74,21,855
南园村委会,470,63,20,693
西陇村委会,309,32,10,412
新寨村委会,266,22,10,346
小扬美村委会,527,69,18,750
钟潭村委会,489,70,17,690
塔丰村委会,414,65,13,583
塘边村委会,353,50,12,497
新丰村委会,314,39,12,406
松柏岭村委会,69,7,4,72
华市村委会,147,13,5,169
新寮村委会,562,74,21,812
上寮村委会,545,72,18,788
贵政山村委会,396,60,13,540
多年山村委会,33,2,4,17
高明村委会,113,4,3,85
山湖村委会,472,64,19,644
高埕村委会,405,47,14,561
长岭口村委会,71,9,4,76
果陇村委会,148,11,8,185
光南村委会,280,23,11,362
乌石村委会,121,9,7,141
泥沟村委会,19,0,0,10
新村村委会,153,6,8,114
陈厝寨村委会,36,3,1,27
横山村委会,70,6,5,47
宝镜院村委会,27,1,0,22
洪山村委会,72,7,6,54
南村村委会,53,4,3,30
钟堂村委会,73,11,3,79
大陇村委会,54,3,3,38
水寨村委会,69,7,2,50
月屿村委会,146,9,5,160
青洋山村委会,180,19,8,202
华林村委会,158,14,8,152
占梨村委会,14,1,1,8
占苏村委会,186,17,5,195
占陈村委会,151,13,5,168
新寮村委会,132,12,3,138
练江村委会,190,17,6,220
西楼村委会,482,67,17,674
西社西南村委会,455,61,18,656
西社新北村委会,209,19,9,247
莲坛村委会,216,20,5,248
石桥头村委会,496,66,18,693
新松村委会,47,8,1,31
富美村委会,110,6,8,85
冷美村委会,57,1,3,30
竹头村委会,309,31,8,423
泗坑村委会,99,9,5,102
涂洋村委会,14,1,0,14
高埔村委会,86,2,2,49
田丰村委会,94,3,2,46
远光村委会,98,3,2,54
长美村委会,64,2,1,30
溪南村委会,1,0,0,8
尾泉村委会,16,0,0,22
西水疃村委会,23,10,3,33
骆庄村委会,127,12,4,173
马坝村民委员会,428,52,11,256
林前社区居民委员会,15,3,1,26
南村村委会,1,0,0,4
中村村委会,19,4,1,22
北村村委会,34,4,0,26
南故张村村委会,32,4,1,22
北故张村村委会,41,4,1,29
东羊平村村委会,11,1,0,12
岸下村村委会,34,2,0,18
西邸村村委会,39,2,1,22
南东郭村村委会,50,3,1,21
北东郭村村委会,35,5,1,17
马羊村村委会,305,49,8,175
北街社区居委会,408,83,9,255
西街社区居委会,252,42,9,140
东街社区居委会,330,75,6,201
西邵村民委员会,260,44,10,160
王乐田村民委员会,17,4,0,24
刘六庄村民委员会,27,14,0,34
八里庙村民委员会,37,11,0,39
姚寨村民委员会,253,60,5,170
豆堂新村村委会,17,5,0,33
后尧村民委员会,41,10,0,60
田油坊村民委员会,17,3,0,21
常寨村民委员会,16,6,0,26
隆华店村民委员会,21,5,0,18
王河村民委员会,16,6,0,25
代楼村民委员会,55,6,3,55
河套园村委会,34,4,1,48
倪集村民委员会,20,5,0,29
余楼村民委员会,60,8,1,62
崔河村民委员会,27,9,0,34
李庄村民委员会,70,7,1,67
张胡同村委会,77,8,0,77
丁寨社区居委员会,26,2,0,27
赵寨村民委员会,25,2,0,19
邹庄村民委员会,40,3,0,33
冯寨村民委员会,83,9,0,77
仝大营村委会,224,32,8,163
朱庙村民委员会,16,6,0,26
王庄寨村民委员会,16,6,0,26
甄楼村民委员会,27,10,0,36
柳园村民委员会,39,8,0,45
钟口村民委员会,255,44,10,158
赵菜园村民委员会,14,0,0,3
徐集村民委员会,28,6,0,32
晏庄村民委员会,12,5,0,26
张堂村民委员会,256,40,10,166
仵楼村委会,21,5,0,18
旧集村民委员会,24,3,0,22
常庙北街村委会,4,2,0,0
孙庄村民委员会,29,7,0,41
李庙村民委员会,400,79,13,234
杜庄村委会,28,7,0,41
石庄村民委员会,16,6,0,29
柳窑村民委员会,28,7,0,24
西村村民委员会,27,6,0,25
林后村民委员会,5,2,0,2
张庄村民委员会,164,24,1,97
黄庄村民委员会,35,10,0,43
祝庄村民委员会,253,44,10,158
袁白庄村民委员会,13,7,0,12
李庄行政村,17,5,1,24
姚庄寨行政村,51,11,1,47
刘集村民委员会,26,6,0,25
祝口村民委员会,44,6,0,40
何楼村民委员会,25,10,0,28
周楼村民委员会,226,29,1,142
胡庄村民委员会,27,6,0,25
尹黄庄村民委员会,17,6,0,30
杨庄村民委员会,11,2,0,6
黄楼村民委员会,6,2,0,12
杨双庙村委会,17,6,0,14
赵庄村委会,22,5,0,20
陈楼寨村委会,16,3,0,15
阎店楼村委会,17,2,0,13
王楼村民委员会,26,6,0,25
梁东村民委员会,13,4,0,23
梁西村民委员会,26,6,0,25
梁南村民委员会,13,4,0,14
夏庄村民委员会,5,3,0,9
南柳村民委员会,16,5,0,32
柏树元村民委员会,26,6,0,25
朱王庄村民委员会,15,1,0,14
王堂村民委员会,19,7,0,15
王善庄村民委员会,26,6,0,25
安赵庄村民委员会,26,6,0,26
安许楼村民委员会,26,6,0,25
高集村民委员会,12,6,0,14
杏花村村民委员会,14,6,0,14
唐菜园村民委员会,21,5,1,37
胡店村民委员会,27,6,0,25
楚天集村民委员会,27,8,1,25
火神台村民委员会,26,6,0,25
榆林集村民委员会,16,7,0,31
卫楼村民委员会,27,6,0,25
霍庄村民委员会,27,6,0,25
陈河村民委员会,33,11,1,28
林庄村民委员会,26,6,0,25
韩双楼村民委员会,30,9,0,27
闫楼村民委员会,14,7,1,5
程楼村民委员会,231,32,8,167
苗庄村民委员会,13,4,1,9
高庄集村民委员会,31,1,0,22
黄庄村民委员会,31,1,0,21
郭店村委会,150,35,3,131
霍庄村委会,10,3,1,15
友谊村委会,44,7,3,54
南峰村委会,24,9,4,18
溪沿村委会,3,1,1,2
溪口村委会,205,55,12,151
金星村委会,204,55,12,152
半壁店村委会,74,25,1,104
康各庄村委会,105,8,1,193
黎村村委会,102,8,2,189
永乐村委会,103,8,1,192
红花村委会,108,7,0,193
新风村委会,233,9,4,243
金山村委会,601,73,46,403
万红社区居委会,198,34,18,163
东莱社区居委会,180,36,9,187
闸上村委会,107,26,3,101
东莱村委会,127,37,10,170
福前村委会,412,56,27,282
农联村委会,43,23,3,63
张家港村委会,128,30,8,133
长山村委会,26,15,0,52
德积村委会,66,31,5,79
向阳村委会,22,17,1,45
清水村委会,42,22,3,128
恬庄村委会,84,28,4,147
安庆村委会,24,12,1,50
永联村委会,50,25,2,80
朝东圩港村委会,35,27,6,61
长丰村委会,77,23,7,100
李巷村委会,137,38,4,148
小田村委会,22,19,2,40
大张村委会,34,4,3,32
民新村委会,202,40,14,284
浔中村委会,188,40,14,253
乐陶村委会,192,37,14,244
后所村委会,52,13,6,71
凤洋村委会,210,40,14,280
世科村委会,239,55,23,207
金锁社区居委会,198,39,14,275
宝美村委会,209,40,14,284
丁溪村委会,212,42,14,281
丁墘村委会,40,13,4,72
英山村委会,178,36,14,359
高阳村委会,14,6,0,20
三班村委会,106,31,8,140
泗滨村委会,118,14,8,82
东山村委会,15,7,0,12
桥内村委会,7,7,3,11
上柏村委会,120,18,15,76
秋山村委会,15,15,4,22
士林村委会,13,16,1,11
白彪村委会,28,15,6,66
天皇殿村委会,17,10,3,30
高桥村委会,32,14,7,39
勾里村委会,23,12,5,33
孙家桥村委会,232,42,11,170
大屯村委会,84,20,11,73
下庄村委会,54,22,12,106
郑重庄村委会,25,6,5,22
怀北庄村委会,13,1,1,10
立碑村委会,57,6,2,168
光明村民委员会,176,16,6,381
洪湖村民委员会,65,3,2,215
万松村民委员会,184,11,3,242
太阳村民委员会,26,2,3,33
长排村民委员会,16,2,2,22
范和村民委员会,56,7,0,200
汉塘村民委员会,48,6,5,206
望京洲村村民委员会,4,0,0,0
大道村民委员会,1363,95,52,1218
东平村民委员会,856,63,42,667
下角村民委员会,503,33,18,713
三新村民委员会,540,34,16,549
马庄村民委员会,198,14,7,277
冷水坑村民委员会,439,28,16,443
冰塘村民委员会,315,25,15,718
湖山村民委员会,242,7,2,599
东升村民委员会,402,15,5,978
五一村民委员会,309,12,4,535
联和村民委员会,100,5,4,242
小铁村民委员会,265,13,3,483
乌石村民委员会,7,1,0,3
青塘村民委员会,132,5,1,388
柏岗村民委员会,155,7,1,334
金鸡村民委员会,116,6,1,318
九龙村民委员会,29,5,1,44
虾村村民委员会,54,5,0,176
陶前村民委员会,242,14,10,307
竹仔园村民委员会,59,2,4,260
泮沥村民委员会,11,1,0,14
罗村村民委员会,191,12,2,234
新乐村村民委员会,26,1,1,55
金星村民委员会,301,34,7,233
东风村委会,271,22,6,214
接待村委会,89,8,3,98
后西村委会,49,8,3,74
亭林村委会,47,5,1,65
省吟村委会,60,9,1,94
后店村委会,405,52,14,285
林口村委会,230,25,7,208
前园村委会,221,27,8,184
屿头村委会,83,16,1,99
陈坝村委会,113,29,6,173
锦峯村委会,56,11,1,122
阳光村委会,54,11,1,119
下垵村委会,55,11,1,120
后港村委会,72,10,2,108
琅山村委会,103,10,4,83
秀土村委会,84,24,6,163
玉埕村委会,167,15,2,149
黄岭村委会,70,19,9,94
霞西村委会,68,17,9,92
五峰村委会,109,34,10,145
龙西村委会,98,19,7,151
里春村委会,120,25,13,156
石塘湾社区居委会,107,22,5,114
杨市社区居委会,81,19,16,98
桃园村村委会,20,6,2,24
申家村委会,13,4,1,15
杨家社区村民委员会,415,66,2,154
任家村委会,163,30,2,96
东马村委会,22,6,1,27
高南村委会,30,3,1,20
西翟村委会,7,9,1,22
长宋村委会,22,4,0,22
刘家口村委会,20,4,0,19
南北李村委会,7,0,0,6
张佩环村委会,20,6,2,22
归仁村委会,10,0,0,7
李龙吴村委会,6,1,0,6
南肖家村委会,20,6,2,22
关家村委会,15,3,0,21
李庄社区村民委员会,15,3,0,21
曲张社区村民委员会,8,0,0,6
华李社区村民委员会,13,3,1,31
大徐社区村民委员会,13,3,1,32
常家社区村民委员会,13,3,1,30
姜城社区村民委员会,19,8,0,19
王集社区村民委员会,10,7,2,11
崔寨社区村民委员会,76,16,1,58
杨庄村民委员会,80,12,9,90
花园口村民委员会,48,4,1,75
八堡村民委员会,365,19,10,523
桥背村民委员会,4,0,0,4
土湖村民委员会,185,13,5,325
维布村民委员会,227,14,5,433
新塘村民委员会,110,6,2,305
白石村民委员会,98,6,4,226
岭湖村民委员会,90,6,5,206
茶园村民委员会,221,14,25,388
岩前村民委员会,39,3,2,243
长布村民委员会,53,1,2,165
花果村民委员会,56,3,1,228
新联村民委员会,34,4,0,238
产径村民委员会,34,4,0,203
东风村民委员会,23,3,1,166
约场村民委员会,22,5,1,197
红卫村民委员会,6,1,1,9
南坑村民委员会,138,1,4,476
皇后村民委员会,245,7,3,656
联溪村民委员会,397,77,26,326
百两村委会,146,36,3,214
怡园村委会,10,2,0,12
新界村委会,10,2,0,12
潮塘村委会,203,36,9,224
三群村委会,69,26,1,135
四塘南村委会,10,2,0,13
孙方村委会,190,33,9,203
坎东村委会,123,25,6,140
直塘村委会,84,18,10,98
五姓点村委会,93,23,10,112
巴里村委会,55,11,7,55
东埠头村委会,86,21,9,92
厉家村委会,78,18,9,100
叶家村委会,97,19,9,113
戎家村委会,111,39,3,139
陈家村委会,89,23,10,122
周家段村委会,84,23,10,121
柴家村委会,95,22,10,108
裘家村委会,19,6,2,57
古窑浦村委会,138,24,12,149
城隍庙社区,76,19,8,85
鸣鹤居委会,122,23,12,142
上横街村委会,202,35,13,97
山海村委会,129,22,12,144
卫东村委会,132,24,12,147
卫西村委会,169,35,13,189
卫北村委会,141,25,12,148
卫南村委会,159,33,12,176
五里村委会,7,2,0,3
方家村委会,109,17,10,128
东山头村委会,10,2,0,13
东营村委会,169,35,13,191
施叶村委会,49,24,1,117
蒋家桥村委会,109,20,11,129
锦堂村委会,126,24,11,142
新泽村委会,20,12,2,41
三塘头村委会,67,13,7,72
大岐山村委会,136,28,13,145
小团浦村委会,9,3,1,29
五洞闸村委会,9,2,0,3
师东村委会,106,24,12,136
沈师桥村委会,48,18,5,64
洞桥村委会,103,25,16,131
淹浦村委会,182,21,19,115
塘下村委会,76,18,8,86
湖滨村委会,56,23,1,122
四界村委会,48,21,0,107
东海村委会,7,5,0,3
东港村委会,50,21,0,104
花木村委会,67,25,1,117
花塘村委会,96,24,4,151
南圆村委会,66,24,1,116
海晏庙村委会,113,38,6,193
五丰村委会,11,7,0,4
五姓村委会,10,2,0,12
毛三斢村委会,146,37,10,232
丰潭村委会,149,38,10,231
潭河沿村委会,105,40,7,166
王家埭村委会,197,48,7,161
石人山村委会,293,66,11,233
